Referencia,FechaAlta,Tipo,Operación,Ciudad,Superficie,Precio Venta,Fecha Venta,Vendedor,Estatus,Días para Vender
1057,5/24/17,Casa,Alquiler,Cancún,86," $467,410 ",9/15/17,Jesús,Vendida,114
1058,5/24/17,Estacionamiento,Alquiler,Monterrey,223," $2,228,439 ",9/17/17,Carmen,Vendida,116
1059,5/24/17,Terreno,Alquiler,Cancún,195," $1,539,135 ",10/2/17,Luisa,Vendida,131
1060,5/25/16,Local,Alquiler,Ciudad de México,200,1046800 ,3/3/18,María,Vendida,647
1064,5/26/16,Industrial,Alquiler,Cancún,273,1610973 ,3/21/18,Pedro,Vendida,664
1066,5/27/17,Casa,Alquiler,Monterrey,80," $548,000 ",11/30/17,Joaquín,Vendida,187
1072,5/29/16,Industrial,Alquiler,Cancún,249,2116251 ,1/14/18,Carmen,Vendida,595
1074,5/29/16,Casa,Alquiler,Cancún,73,672257 ,2/15/18,Luisa,Vendida,627
1075,5/29/16,Departamento,Alquiler,Ciudad de México,204,958392 ,1/21/18,Joaquín,Vendida,602
1076,5/29/16,Departamento,Alquiler,Tijuana,137,585812 ,1/26/18,Luisa,Vendida,607
1078,5/31/17,Oficina,Alquiler,Tijuana,96," $567,072 ",10/30/17,Jesús,Vendida,152
1079,5/31/16,Oficina,Alquiler,Ciudad de México,188,1579012 ,4/14/18,María,Vendida,683
1080,6/1/16,Departamento,Alquiler,Monterrey,85,706690 ,1/3/18,Joaquín,Vendida,581
1081,6/1/17,Terreno,Alquiler,Tijuana,69," $499,698 ",8/31/17,Pedro,Vendida,91
1084,6/4/16,Terreno,Alquiler,Ciudad de México,258,1687836 ,3/25/18,María,Vendida,659
1085,6/4/16,Departamento,Alquiler,Cancún,193,1605374 ,1/13/18,Joaquín,Vendida,588
1091,6/6/16,Oficina,Alquiler,Monterrey,228,1039452 ,1/11/18,Carmen,Vendida,584
1094,6/7/17,Estacionamiento,Alquiler,Cancún,177," $1,591,584 ",10/30/17,Joaquín,Vendida,145
1096,6/8/16,Departamento,Alquiler,Cancún,61,525454 ,4/10/18,Luisa,Vendida,671
1099,6/9/16,Oficina,Alquiler,Cancún,131,1297686 ,5/1/18,Carmen,Vendida,691
1100,6/9/16,Terreno,Alquiler,Ciudad de México,54,419256 ,3/8/18,Pedro,Vendida,637
1101,6/9/16,Industrial,Alquiler,Cancún,274,2690954 ,5/17/18,Joaquín,Vendida,707
1102,6/9/17,Casa,Alquiler,Cancún,67," $485,013 ",11/27/17,Joaquín,Vendida,171
1103,6/10/16,Estacionamiento,Alquiler,Ciudad de México,141,1250952 ,2/26/18,Luisa,Vendida,626
1105,6/11/16,Casa,Alquiler,Cancún,269,2549313 ,2/20/18,Carmen,Vendida,619
1106,6/11/16,Casa,Alquiler,Cancún,53,216187 ,4/18/18,Jesús,Vendida,676
1107,6/11/17,Estacionamiento,Alquiler,Ciudad de México,248," $2,172,232 ",9/20/17,Pedro,Vendida,101
1108,6/12/16,Estacionamiento,Alquiler,Monterrey,73,364270 ,2/2/18,María,Vendida,600
1109,6/12/16,Casa,Alquiler,Cancún,229,1504301 ,4/8/18,Joaquín,Vendida,665
1112,6/13/17,Local,Alquiler,Cancún,261," $1,344,933 ",9/24/17,Pedro,Vendida,103
1113,6/13/16,Terreno,Alquiler,Tijuana,157,868367 ,6/3/18,Jesús,Vendida,720
1115,6/13/16,Estacionamiento,Alquiler,Tijuana,282,2677590 ,4/8/18,Luisa,Vendida,664
1117,6/15/17,Local,Alquiler,Monterrey,167," $1,121,906 ",11/12/17,Carmen,Vendida,150
1119,6/15/16,Terreno,Alquiler,Tijuana,106,704476 ,2/7/18,Joaquín,Vendida,602
1122,6/16/16,Oficina,Alquiler,Monterrey,138,1241034 ,6/5/18,Carmen,Vendida,719
1123,6/16/16,Departamento,Alquiler,Cancún,165,1405305 ,2/1/18,Carmen,Vendida,595
1124,6/16/17,Industrial,Alquiler,Cancún,250," $1,001,750 ",11/23/17,Joaquín,Vendida,160
1125,6/17/16,Terreno,Alquiler,Cancún,201,1471320 ,3/11/18,Carmen,Vendida,632
1129,6/18/17,Casa,Alquiler,Monterrey,55," $256,630 ",10/23/17,María,Vendida,127
1130,6/19/17,Industrial,Alquiler,Tijuana,175," $1,084,300 ",10/10/17,Luisa,Vendida,113
1134,6/21/16,Industrial,Alquiler,Ciudad de México,157,977011 ,3/3/18,Carmen,Vendida,620
1137,6/22/16,Terreno,Alquiler,Monterrey,256,2512640 ,3/16/18,Jesús,Vendida,632
1143,6/23/16,Casa,Alquiler,Monterrey,261,2419209 ,5/25/18,María,Vendida,701
1145,6/24/16,Terreno,Alquiler,Monterrey,110,781000 ,2/25/18,María,Vendida,611
1146,6/26/17,Departamento,Alquiler,Ciudad de México,200," $1,689,000 ",9/30/17,Luisa,Vendida,96
1148,6/28/17,Terreno,Alquiler,Monterrey,139," $1,217,501 ",11/20/17,Joaquín,Vendida,145
1149,6/28/17,Local,Alquiler,Monterrey,151," $1,456,999 ",10/1/17,Carmen,Vendida,95
1152,6/29/17,Casa,Alquiler,Tijuana,53," $399,143 ",11/8/17,Jesús,Vendida,132
1155,6/29/17,Departamento,Alquiler,Cancún,134," $880,380 ",12/11/17,María,Vendida,165
1159,6/30/17,Oficina,Alquiler,Monterrey,204," $1,132,608 ",11/12/17,María,Vendida,135
1160,6/30/16,Oficina,Alquiler,Monterrey,185,1257075 ,6/6/18,María,Vendida,706
1161,6/30/16,Departamento,Alquiler,Cancún,69,480240 ,6/7/18,Jesús,Vendida,707
1163,7/1/16,Departamento,Alquiler,Monterrey,260,1542580 ,5/3/18,Luisa,Vendida,671
1164,7/1/16,Local,Alquiler,Monterrey,71,540452 ,1/24/18,Jesús,Vendida,572
1165,7/2/16,Local,Alquiler,Tijuana,217,1742293 ,4/13/18,Pedro,Vendida,650
1169,7/4/16,Industrial,Alquiler,Monterrey,161,1405852 ,5/14/18,Pedro,Vendida,679
1171,7/5/17,Terreno,Alquiler,Cancún,227," $2,223,919 ",11/19/17,Joaquín,Vendida,137
1177,7/7/16,Departamento,Alquiler,Monterrey,135,1294110 ,3/8/18,Jesús,Vendida,609
1179,7/8/16,Casa,Alquiler,Tijuana,45,330885 ,4/16/18,Jesús,Vendida,647
1180,7/8/17,Oficina,Alquiler,Cancún,59," $519,259 ",10/30/17,María,Vendida,114
1181,7/9/17,Departamento,Alquiler,Tijuana,176," $804,144 ",11/24/17,María,Vendida,138
1182,7/9/16,Terreno,Alquiler,Monterrey,167,944385 ,2/15/18,Carmen,Vendida,586
1184,7/11/17,Departamento,Alquiler,Tijuana,130," $859,040 ",11/6/17,Joaquín,Vendida,118
1186,7/12/17,Terreno,Alquiler,Tijuana,132," $708,840 ",11/3/17,Luisa,Vendida,114
1187,7/12/16,Departamento,Alquiler,Cancún,183,1388238 ,6/13/18,Joaquín,Vendida,701
1189,7/13/17,Terreno,Alquiler,Cancún,163," $830,648 ",10/30/17,Joaquín,Vendida,109
1190,7/13/16,Departamento,Alquiler,Monterrey,138,824688 ,5/16/18,Joaquín,Vendida,672
1191,7/14/17,Casa,Alquiler,Monterrey,177," $1,074,921 ",10/25/17,Luisa,Vendida,103
1192,7/15/16,Casa,Alquiler,Tijuana,291,1823406 ,5/2/18,Pedro,Vendida,656
1197,7/16/16,Departamento,Alquiler,Ciudad de México,140,706440 ,6/2/18,Pedro,Vendida,686
1198,7/16/17,Oficina,Alquiler,Cancún,296," $2,057,496 ",11/13/17,Jesús,Vendida,120
1199,7/17/16,Departamento,Alquiler,Ciudad de México,210,2005080 ,4/25/18,Pedro,Vendida,647
1200,7/17/16,Oficina,Alquiler,Cancún,273,2202837 ,6/27/18,María,Vendida,710
1201,7/17/16,Estacionamiento,Alquiler,Tijuana,67,347931 ,4/28/18,Pedro,Vendida,650
1203,7/18/16,Local,Alquiler,Tijuana,300,1716300 ,4/21/18,María,Vendida,642
1205,7/18/16,Departamento,Alquiler,Tijuana,203,1699719 ,1/10/18,Jesús,Vendida,541
1207,7/20/16,Departamento,Alquiler,Ciudad de México,298,2207286 ,7/9/18,Pedro,Vendida,719
1208,7/20/17,Departamento,Alquiler,Cancún,288," $1,186,560 ",11/5/17,Luisa,Vendida,108
1212,7/21/17,Terreno,Alquiler,Cancún,233," $2,224,917 ",10/27/17,Jesús,Vendida,98
1213,7/21/16,Estacionamiento,Alquiler,Ciudad de México,297,2463021 ,3/13/18,María,Vendida,600
1214,7/22/16,Terreno,Alquiler,Monterrey,300,1832100 ,5/2/18,Carmen,Vendida,649
1219,7/23/16,Local,Alquiler,Monterrey,245,2170945 ,5/14/18,Jesús,Vendida,660
1224,7/24/17,Casa,Alquiler,Cancún,77," $562,947 ",10/25/17,Luisa,Vendida,93
1227,7/25/16,Terreno,Alquiler,Tijuana,264,2133120 ,1/26/18,María,Vendida,550
1229,7/26/17,Industrial,Alquiler,Monterrey,167," $1,606,206 ",12/11/17,Joaquín,Vendida,138
1230,7/26/16,Terreno,Alquiler,Monterrey,245,1311730 ,1/6/18,Pedro,Vendida,529
1231,7/27/16,Oficina,Alquiler,Ciudad de México,114,764370 ,2/24/18,Carmen,Vendida,577
1233,7/28/16,Local,Alquiler,Cancún,115,756355 ,2/16/18,Pedro,Vendida,568
1234,7/28/16,Departamento,Alquiler,Tijuana,165,687720 ,2/20/18,Carmen,Vendida,572
1236,7/30/17,Casa,Alquiler,Tijuana,260," $1,301,560 ",12/29/17,Carmen,Vendida,152
1237,7/31/16,Departamento,Alquiler,Tijuana,211,1951328 ,1/3/18,Luisa,Vendida,521
1238,7/31/17,Estacionamiento,Alquiler,Ciudad de México,106," $437,674 ",12/8/17,Luisa,Vendida,130
1240,8/1/17,Local,Alquiler,Ciudad de México,95," $563,255 ",11/8/17,Jesús,Vendida,99
1242,8/2/16,Terreno,Alquiler,Cancún,71,692037 ,6/2/18,Joaquín,Vendida,669
1244,8/3/16,Industrial,Alquiler,Monterrey,84,690396 ,2/8/18,Carmen,Vendida,554
1245,8/3/16,Terreno,Alquiler,Cancún,152,960032 ,4/11/18,Luisa,Vendida,616
1247,8/3/16,Oficina,Alquiler,Ciudad de México,126,757260 ,7/23/18,Pedro,Vendida,719
1248,8/3/16,Departamento,Alquiler,Ciudad de México,86,685592 ,4/29/18,Pedro,Vendida,634
1249,8/4/17,Local,Alquiler,Cancún,135," $990,360 ",12/3/17,Joaquín,Vendida,121
1250,8/4/16,Casa,Alquiler,Monterrey,222,1477410 ,5/6/18,María,Vendida,640
1251,8/4/16,Estacionamiento,Alquiler,Monterrey,56,375592 ,2/20/18,Jesús,Vendida,565
1254,8/4/16,Industrial,Alquiler,Tijuana,47,286747 ,6/10/18,Joaquín,Vendida,675
1255,8/4/16,Oficina,Alquiler,Cancún,59,281548 ,7/22/18,Jesús,Vendida,717
1256,8/5/16,Oficina,Alquiler,Ciudad de México,73,328646 ,2/1/18,Carmen,Vendida,545
1260,8/6/16,Estacionamiento,Alquiler,Ciudad de México,99,942579 ,3/3/18,María,Vendida,574
1261,8/6/16,Terreno,Alquiler,Cancún,69,349623 ,5/6/18,Joaquín,Vendida,638
1262,8/7/17,Local,Alquiler,Tijuana,300," $1,900,200 ",12/9/17,Pedro,Vendida,124
1263,8/7/16,Oficina,Alquiler,Cancún,48,404352 ,2/25/18,Joaquín,Vendida,567
1266,8/8/16,Departamento,Alquiler,Tijuana,250,1669250 ,1/4/18,María,Vendida,514
1271,8/9/16,Estacionamiento,Alquiler,Cancún,162,1297134 ,2/14/18,María,Vendida,554
1272,8/9/16,Oficina,Alquiler,Ciudad de México,93,552513 ,1/29/18,Pedro,Vendida,538
1274,8/10/17,Departamento,Alquiler,Cancún,130," $1,246,050 ",11/27/17,Luisa,Vendida,109
1276,8/10/16,Casa,Alquiler,Monterrey,133,958132 ,6/4/18,Pedro,Vendida,663
1281,8/14/17,Casa,Alquiler,Cancún,57," $293,037 ",11/27/17,Carmen,Vendida,105
1283,8/15/16,Casa,Alquiler,Monterrey,63,601398 ,3/1/18,Carmen,Vendida,563
1284,8/15/16,Departamento,Alquiler,Ciudad de México,159,761928 ,2/5/18,Carmen,Vendida,539
1285,8/15/17,Oficina,Alquiler,Ciudad de México,137," $804,327 ",12/17/17,Joaquín,Vendida,124
1286,8/15/16,Local,Alquiler,Tijuana,82,375232 ,5/22/18,Jesús,Vendida,645
1287,8/15/16,Oficina,Alquiler,Ciudad de México,79,411669 ,8/4/18,Pedro,Vendida,719
1288,8/16/16,Casa,Alquiler,Tijuana,89,358670 ,2/19/18,Luisa,Vendida,552
1289,8/16/16,Estacionamiento,Alquiler,Tijuana,232,1643256 ,2/22/18,María,Vendida,555
1290,8/16/16,Terreno,Alquiler,Tijuana,221,1069640 ,6/1/18,Joaquín,Vendida,654
1291,8/16/17,Terreno,Alquiler,Ciudad de México,212," $1,926,868 ",11/24/17,Carmen,Vendida,100
1294,8/18/16,Estacionamiento,Alquiler,Tijuana,224,986048 ,2/10/18,María,Vendida,541
1296,8/19/16,Industrial,Alquiler,Ciudad de México,238,2275994 ,6/15/18,Joaquín,Vendida,665
1297,8/19/16,Oficina,Alquiler,Ciudad de México,69,442635 ,6/15/18,María,Vendida,665
1299,8/22/17,Oficina,Alquiler,Ciudad de México,103," $872,204 ",11/26/17,María,Vendida,96
1300,8/23/16,Oficina,Alquiler,Monterrey,203,1933372 ,1/31/18,Jesús,Vendida,526
1306,8/26/16,Departamento,Alquiler,Cancún,216,2045304 ,4/9/18,Jesús,Vendida,591
1311,8/27/16,Departamento,Alquiler,Ciudad de México,70,615440 ,4/1/18,Jesús,Vendida,582
1313,8/28/16,Casa,Alquiler,Monterrey,265,1441070 ,8/4/18,Jesús,Vendida,706
1315,8/28/16,Industrial,Alquiler,Monterrey,224,1932448 ,2/3/18,Carmen,Vendida,524
1316,8/28/16,Departamento,Alquiler,Tijuana,254,1191260 ,7/27/18,Pedro,Vendida,698
1318,8/29/16,Estacionamiento,Alquiler,Monterrey,82,700854 ,4/22/18,María,Vendida,601
1319,8/29/16,Departamento,Alquiler,Ciudad de México,252,1923516 ,5/23/18,Pedro,Vendida,632
1320,8/29/16,Departamento,Alquiler,Monterrey,108,581580 ,8/4/18,Carmen,Vendida,705
1326,8/31/16,Casa,Alquiler,Monterrey,248,1234048 ,2/28/18,Jesús,Vendida,546
1329,9/2/16,Industrial,Alquiler,Tijuana,213,1333593 ,4/6/18,Jesús,Vendida,581
1330,9/3/16,Industrial,Alquiler,Tijuana,202,1558430 ,1/26/18,Jesús,Vendida,510
1333,9/4/16,Industrial,Alquiler,Ciudad de México,198,840312 ,5/27/18,Pedro,Vendida,630
1336,9/6/17,Local,Alquiler,Cancún,170," $1,429,020 ",12/14/17,Pedro,Vendida,99
1337,9/6/16,Industrial,Alquiler,Cancún,261,2026404 ,2/5/18,Carmen,Vendida,517
1338,9/7/16,Departamento,Alquiler,Cancún,99,938916 ,9/4/18,Pedro,Vendida,727
1339,9/7/16,Casa,Alquiler,Cancún,205,1762180 ,5/14/18,Jesús,Vendida,614
1340,9/7/16,Estacionamiento,Alquiler,Tijuana,173,842683 ,1/30/18,Joaquín,Vendida,510
1343,9/8/16,Estacionamiento,Alquiler,Ciudad de México,115,907580 ,7/11/18,Carmen,Vendida,671
1346,9/9/16,Industrial,Alquiler,Cancún,100,526800 ,4/29/18,Joaquín,Vendida,597
1348,9/9/16,Estacionamiento,Alquiler,Cancún,153,824517 ,5/31/18,María,Vendida,629
1352,9/10/16,Oficina,Alquiler,Ciudad de México,173,994750 ,9/2/18,Joaquín,Vendida,722
1353,9/10/16,Departamento,Alquiler,Cancún,250,2478000 ,4/27/18,Carmen,Vendida,594
1354,9/10/16,Oficina,Alquiler,Ciudad de México,142,1201462 ,8/6/18,Jesús,Vendida,695
1356,9/11/16,Local,Alquiler,Tijuana,145,943805 ,5/17/18,Luisa,Vendida,613
1357,9/11/17,Oficina,Alquiler,Ciudad de México,194," $1,931,658 ",12/14/17,Jesús,Vendida,94
1359,9/11/16,Departamento,Alquiler,Cancún,240,1602720 ,6/3/18,Joaquín,Vendida,630
1365,9/13/16,Oficina,Alquiler,Tijuana,223,974956 ,7/23/18,Luisa,Vendida,678
1366,9/14/16,Estacionamiento,Alquiler,Monterrey,258,1430352 ,1/14/18,María,Vendida,487
1367,9/14/16,Industrial,Alquiler,Cancún,176,1043856 ,5/25/18,Jesús,Vendida,618
1369,9/14/16,Casa,Alquiler,Cancún,153,948600 ,3/30/18,Jesús,Vendida,562
1370,9/16/16,Local,Alquiler,Monterrey,91,838292 ,4/16/18,Pedro,Vendida,577
1377,9/19/16,Estacionamiento,Alquiler,Tijuana,193,1540140 ,8/8/18,Jesús,Vendida,688
1378,9/20/16,Departamento,Alquiler,Monterrey,240,2183760 ,1/27/18,Jesús,Vendida,494
1379,9/21/16,Departamento,Alquiler,Tijuana,111,656676 ,2/5/18,Joaquín,Vendida,502
1380,9/21/16,Departamento,Alquiler,Cancún,123,873546 ,2/2/18,Joaquín,Vendida,499
1382,9/21/16,Estacionamiento,Alquiler,Monterrey,258,1758786 ,2/24/18,Jesús,Vendida,521
1384,9/21/16,Casa,Alquiler,Cancún,185,1129980 ,4/10/18,Pedro,Vendida,566
1387,9/24/16,Oficina,Alquiler,Ciudad de México,85,613275 ,2/12/18,Pedro,Vendida,506
1388,9/24/16,Terreno,Alquiler,Cancún,204,878424 ,7/23/18,Carmen,Vendida,667
1389,9/24/16,Estacionamiento,Alquiler,Ciudad de México,47,403401 ,1/24/18,María,Vendida,487
1391,9/25/16,Local,Alquiler,Tijuana,98,683844 ,1/21/18,Joaquín,Vendida,483
1394,9/27/16,Local,Alquiler,Monterrey,78,678132 ,4/23/18,María,Vendida,573
1395,9/27/16,Departamento,Alquiler,Tijuana,187,911064 ,2/24/18,María,Vendida,515
1396,9/29/16,Industrial,Alquiler,Tijuana,121,490897 ,9/27/18,María,Vendida,728
1399,9/30/16,Terreno,Alquiler,Tijuana,79,409378 ,8/15/18,Luisa,Vendida,684
1402,10/1/16,Local,Alquiler,Cancún,285,1779825 ,2/28/18,María,Vendida,515
1403,10/1/16,Industrial,Alquiler,Ciudad de México,148,644688 ,5/22/18,Jesús,Vendida,598
1409,10/2/16,Local,Alquiler,Tijuana,204,1929228 ,5/14/18,Pedro,Vendida,589
1410,10/2/16,Terreno,Alquiler,Tijuana,68,613496 ,1/18/18,Jesús,Vendida,473
1413,10/2/16,Casa,Alquiler,Tijuana,258,1146552 ,7/26/18,Luisa,Vendida,662
1415,10/3/16,Estacionamiento,Alquiler,Monterrey,85,809115 ,5/25/18,María,Vendida,599
1420,10/4/16,Oficina,Alquiler,Monterrey,85,749275 ,1/5/18,María,Vendida,458
1422,10/4/16,Oficina,Alquiler,Monterrey,228,1747392 ,5/24/18,Carmen,Vendida,597
1424,10/5/16,Casa,Alquiler,Tijuana,274,1753052 ,2/28/18,Joaquín,Vendida,511
1425,10/5/16,Local,Alquiler,Monterrey,118,970314 ,2/15/18,Luisa,Vendida,498
1427,10/6/16,Casa,Alquiler,Monterrey,208,1811680 ,5/31/18,Jesús,Vendida,602
1428,10/6/16,Terreno,Alquiler,Ciudad de México,132,882420 ,10/6/18,Carmen,Vendida,730
1429,10/6/16,Local,Alquiler,Tijuana,211,1522998 ,6/2/18,Luisa,Vendida,604
1430,10/6/16,Oficina,Alquiler,Ciudad de México,289,2249576 ,6/18/18,Carmen,Vendida,620
1438,10/9/16,Local,Alquiler,Monterrey,211,1244056 ,9/1/18,María,Vendida,692
1440,10/11/16,Local,Alquiler,Monterrey,151,1382707 ,5/7/18,María,Vendida,573
1444,10/12/16,Local,Alquiler,Monterrey,246,2010312 ,2/21/18,María,Vendida,497
1445,10/12/16,Local,Alquiler,Tijuana,56,346192 ,4/18/18,María,Vendida,553
1446,10/12/16,Local,Alquiler,Monterrey,72,686232 ,9/12/18,Luisa,Vendida,700
1452,10/14/16,Casa,Alquiler,Monterrey,207,1556226 ,6/21/18,Carmen,Vendida,615
1454,10/15/16,Estacionamiento,Alquiler,Tijuana,271,2334123 ,8/2/18,Joaquín,Vendida,656
1455,10/15/16,Local,Alquiler,Ciudad de México,257,2136184 ,4/18/18,Jesús,Vendida,550
1460,10/17/16,Industrial,Alquiler,Ciudad de México,159,724563 ,8/27/18,Jesús,Vendida,679
1463,10/18/16,Departamento,Alquiler,Ciudad de México,211,1284568 ,8/26/18,Carmen,Vendida,677
1464,10/18/16,Departamento,Alquiler,Ciudad de México,71,388583 ,1/18/18,Jesús,Vendida,457
1465,10/18/16,Casa,Alquiler,Monterrey,157,1182053 ,4/9/18,Joaquín,Vendida,538
1467,10/20/16,Estacionamiento,Alquiler,Tijuana,133,745864 ,6/1/18,María,Vendida,589
1468,10/20/16,Estacionamiento,Alquiler,Ciudad de México,46,237176 ,8/8/18,María,Vendida,657
1469,10/20/16,Terreno,Alquiler,Cancún,214,1642664 ,8/29/18,Luisa,Vendida,678
1470,10/21/16,Casa,Alquiler,Monterrey,258,2475510 ,6/28/18,Jesús,Vendida,615
1471,10/22/16,Terreno,Alquiler,Tijuana,276,1544496 ,5/12/18,Carmen,Vendida,567
1472,10/22/16,Local,Alquiler,Cancún,49,452417 ,6/19/18,Luisa,Vendida,605
1474,10/22/16,Industrial,Alquiler,Cancún,98,955500 ,7/10/18,Luisa,Vendida,626
1475,10/23/16,Estacionamiento,Alquiler,Cancún,107,658157 ,3/16/18,Pedro,Vendida,509
1476,10/25/16,Terreno,Alquiler,Cancún,158,938836 ,9/5/18,Jesús,Vendida,680
1477,10/26/16,Local,Alquiler,Ciudad de México,205,1597360 ,10/15/18,Carmen,Vendida,719
1478,10/27/16,Oficina,Alquiler,Cancún,182,1499134 ,9/7/18,Joaquín,Vendida,680
1481,10/28/16,Estacionamiento,Alquiler,Tijuana,218,991900 ,5/28/18,Jesús,Vendida,577
1483,10/28/16,Departamento,Alquiler,Monterrey,164,1421060 ,10/28/18,Luisa,Vendida,730
1484,10/28/16,Industrial,Alquiler,Tijuana,224,1422624 ,3/12/18,Luisa,Vendida,500
1489,10/30/16,Estacionamiento,Alquiler,Ciudad de México,103,536733 ,10/28/18,María,Vendida,728
1490,10/31/16,Casa,Alquiler,Monterrey,216,1883088 ,10/18/18,Pedro,Vendida,717
1491,11/1/16,Oficina,Alquiler,Monterrey,213,2083779 ,4/23/18,María,Vendida,538
1495,11/2/16,Oficina,Alquiler,Monterrey,67,304113 ,6/29/18,Joaquín,Vendida,604
1503,11/5/16,Industrial,Alquiler,Monterrey,233,1644747 ,5/5/18,Carmen,Vendida,546
1504,11/5/16,Estacionamiento,Alquiler,Cancún,122,1162172 ,2/26/18,Luisa,Vendida,478
1507,11/8/16,Local,Alquiler,Ciudad de México,191,1370998 ,9/7/18,Joaquín,Vendida,668
1511,11/8/16,Oficina,Alquiler,Monterrey,153,912798 ,5/31/18,Jesús,Vendida,569
1512,11/9/16,Departamento,Alquiler,Cancún,157,1174203 ,4/9/18,Pedro,Vendida,516
1513,11/9/16,Terreno,Alquiler,Ciudad de México,186,1713990 ,8/28/18,María,Vendida,657
1514,11/9/16,Estacionamiento,Alquiler,Monterrey,156,1508988 ,9/18/18,Jesús,Vendida,678
1515,11/10/16,Local,Alquiler,Tijuana,246,2216214 ,4/17/18,María,Vendida,523
1517,11/12/16,Oficina,Alquiler,Monterrey,273,2333058 ,3/5/18,Joaquín,Vendida,478
1520,11/13/16,Departamento,Alquiler,Ciudad de México,74,341584 ,4/16/18,Luisa,Vendida,519
1522,11/13/16,Local,Alquiler,Tijuana,89,499735 ,8/19/18,María,Vendida,644
1524,11/13/16,Oficina,Alquiler,Tijuana,70,526680 ,2/17/18,Joaquín,Vendida,461
1528,11/15/16,Oficina,Alquiler,Tijuana,62,421290 ,5/21/18,Joaquín,Vendida,552
1529,11/16/16,Terreno,Alquiler,Ciudad de México,163,1179957 ,6/6/18,María,Vendida,567
1530,11/16/16,Industrial,Alquiler,Tijuana,114,878940 ,10/18/18,Luisa,Vendida,701
1532,11/17/16,Departamento,Alquiler,Cancún,161,917378 ,5/4/18,Carmen,Vendida,533
1533,11/17/16,Casa,Alquiler,Ciudad de México,65,431275 ,8/16/18,Luisa,Vendida,637
1536,11/19/16,Local,Alquiler,Ciudad de México,87,756900 ,5/26/18,Carmen,Vendida,553
1537,11/20/16,Local,Alquiler,Cancún,90,416430 ,11/1/18,Jesús,Vendida,711
1540,11/21/16,Estacionamiento,Alquiler,Cancún,119,508606 ,8/17/18,Carmen,Vendida,634
1541,11/21/16,Terreno,Alquiler,Cancún,185,1179190 ,3/14/18,Luisa,Vendida,478
1542,11/21/16,Casa,Alquiler,Tijuana,113,1059827 ,10/21/18,Joaquín,Vendida,699
1544,11/22/16,Industrial,Alquiler,Cancún,287,1926344 ,6/18/18,María,Vendida,573
1545,11/22/16,Local,Alquiler,Ciudad de México,161,914641 ,4/11/18,Joaquín,Vendida,505
1546,11/22/16,Industrial,Alquiler,Ciudad de México,177,1736901 ,10/24/18,María,Vendida,701
1550,11/23/16,Oficina,Alquiler,Cancún,44,363968 ,9/2/18,Carmen,Vendida,648
1554,11/24/16,Terreno,Alquiler,Cancún,287,1276289 ,4/19/18,María,Vendida,511
1555,11/25/16,Estacionamiento,Alquiler,Cancún,295,2613405 ,11/23/18,Carmen,Vendida,728
1556,11/25/16,Industrial,Alquiler,Tijuana,276,1817736 ,9/14/18,Joaquín,Vendida,658
1557,11/25/16,Terreno,Alquiler,Monterrey,103,557127 ,5/8/18,Carmen,Vendida,529
1558,11/26/16,Estacionamiento,Alquiler,Monterrey,46,187680 ,11/13/18,Luisa,Vendida,717
1559,11/26/16,Departamento,Alquiler,Cancún,179,1674903 ,4/30/18,Jesús,Vendida,520
1560,11/26/16,Departamento,Alquiler,Monterrey,96,854496 ,3/28/18,Pedro,Vendida,487
1561,11/26/16,Industrial,Alquiler,Cancún,276,1539252 ,9/20/18,Pedro,Vendida,663
1562,11/27/16,Casa,Alquiler,Cancún,288,1228320 ,9/23/18,Jesús,Vendida,665
1564,11/27/16,Industrial,Alquiler,Tijuana,180,1688040 ,7/7/18,Luisa,Vendida,587
1565,11/28/16,Industrial,Alquiler,Cancún,105,1021230 ,9/17/18,Carmen,Vendida,658
1566,11/28/16,Industrial,Alquiler,Cancún,80,405280 ,3/29/18,Carmen,Vendida,486
1570,11/29/16,Industrial,Alquiler,Monterrey,137,693631 ,7/21/18,Carmen,Vendida,599
1573,11/30/16,Oficina,Alquiler,Monterrey,113,747947 ,6/9/18,Pedro,Vendida,556
1575,12/1/16,Local,Alquiler,Monterrey,210,1527120 ,6/17/18,Jesús,Vendida,563
1577,12/3/16,Departamento,Alquiler,Tijuana,264,2147112 ,5/10/18,Joaquín,Vendida,523
1578,12/3/16,Departamento,Alquiler,Ciudad de México,176,1189936 ,8/12/18,Carmen,Vendida,617
1579,12/4/16,Casa,Alquiler,Tijuana,176,1685904 ,7/29/18,Pedro,Vendida,602
1582,12/5/16,Industrial,Alquiler,Monterrey,162,753786 ,9/26/18,Jesús,Vendida,660
1583,12/6/16,Casa,Alquiler,Ciudad de México,162,1341684 ,11/9/18,María,Vendida,703
1584,12/6/16,Estacionamiento,Alquiler,Monterrey,250,2103000 ,9/13/18,Jesús,Vendida,646
1588,12/8/16,Oficina,Alquiler,Tijuana,293,2868470 ,3/18/18,Luisa,Vendida,465
1589,12/9/16,Estacionamiento,Alquiler,Ciudad de México,296,1536832 ,8/22/18,Joaquín,Vendida,621
1594,12/12/16,Oficina,Alquiler,Cancún,117,536679 ,7/19/18,Joaquín,Vendida,584
1596,12/13/16,Estacionamiento,Alquiler,Ciudad de México,57,293949 ,11/6/18,Pedro,Vendida,693
1602,12/16/16,Oficina,Alquiler,Monterrey,135,857925 ,6/25/18,Joaquín,Vendida,556
