Referencia,FechaAlta,Tipo,Operación,Ciudad,Superficie,Precio Venta,Fecha Venta,Vendedor,Estatus,Días para Vender
1245,8/3/16,Terreno,Alquiler,Cancún,152,960032 ,4/11/18,Luisa,Vendida,616
1246,8/3/17,Oficina,Venta,Monterrey,64," $399,488 ",12/7/17,Jesús,Vendida,126
1247,8/3/16,Oficina,Alquiler,Ciudad de México,126,757260 ,7/23/18,Pedro,Vendida,719
1248,8/3/16,Departamento,Alquiler,Ciudad de México,86,685592 ,4/29/18,Pedro,Vendida,634
1249,8/4/17,Local,Alquiler,Cancún,135," $990,360 ",12/3/17,Joaquín,Vendida,121
1250,8/4/16,Casa,Alquiler,Monterrey,222,1477410 ,5/6/18,María,Vendida,640
1251,8/4/16,Estacionamiento,Alquiler,Monterrey,56,375592 ,2/20/18,Jesús,Vendida,565
1252,8/4/17,Casa,Venta,Monterrey,286," $1,658,800 ",11/27/17,María,Vendida,115
1253,8/4/16,Industrial,Venta,Cancún,233,1782683 ,7/28/18,Pedro,Vendida,723
1254,8/4/16,Industrial,Alquiler,Tijuana,47,286747 ,6/10/18,Joaquín,Vendida,675
1255,8/4/16,Oficina,Alquiler,Cancún,59,281548 ,7/22/18,Jesús,Vendida,717
1256,8/5/16,Oficina,Alquiler,Ciudad de México,73,328646 ,2/1/18,Carmen,Vendida,545
1257,8/5/16,Local,Venta,Tijuana,188,1209216 ,3/14/18,María,Vendida,586
1258,8/6/17,Estacionamiento,Venta,Tijuana,245," $1,202,705 ",12/10/17,Jesús,Vendida,126
1259,8/6/16,Estacionamiento,Venta,Monterrey,297,2440449 ,8/3/18,Carmen,Vendida,727
1260,8/6/16,Estacionamiento,Alquiler,Ciudad de México,99,942579 ,3/3/18,María,Vendida,574
1261,8/6/16,Terreno,Alquiler,Cancún,69,349623 ,5/6/18,Joaquín,Vendida,638
1262,8/7/17,Local,Alquiler,Tijuana,300," $1,900,200 ",12/9/17,Pedro,Vendida,124
1263,8/7/16,Oficina,Alquiler,Cancún,48,404352 ,2/25/18,Joaquín,Vendida,567
1264,8/7/17,Terreno,Venta,Ciudad de México,201," $1,522,977 ",11/24/17,Carmen,Vendida,109
1265,8/7/16,Industrial,Venta,Monterrey,92,739864 ,1/28/18,Luisa,Vendida,539
1266,8/8/16,Departamento,Alquiler,Tijuana,250,1669250 ,1/4/18,María,Vendida,514
1267,8/8/17,Terreno,Venta,Monterrey,224," $1,448,384 ",12/20/17,Joaquín,Vendida,134
1268,8/8/16,Estacionamiento,Venta,Tijuana,112,829808 ,3/29/18,Joaquín,Vendida,598
1269,8/8/16,Departamento,Venta,Monterrey,184,1156808 ,4/26/18,Carmen,Vendida,626
1270,8/9/16,Estacionamiento,Venta,Ciudad de México,300,2155200 ,8/5/18,Jesús,Vendida,726
1271,8/9/16,Estacionamiento,Alquiler,Cancún,162,1297134 ,2/14/18,María,Vendida,554
1272,8/9/16,Oficina,Alquiler,Ciudad de México,93,552513 ,1/29/18,Pedro,Vendida,538
1273,8/10/17,Industrial,Venta,Ciudad de México,276," $2,667,816 ",12/16/17,Joaquín,Vendida,128
1274,8/10/17,Departamento,Alquiler,Cancún,130," $1,246,050 ",11/27/17,Luisa,Vendida,109
1275,8/10/16,Local,Venta,Tijuana,269,2384954 ,2/12/18,María,Vendida,551
1276,8/10/16,Casa,Alquiler,Monterrey,133,958132 ,6/4/18,Pedro,Vendida,663
1277,8/11/16,Estacionamiento,Venta,Monterrey,184,1147608 ,6/29/18,Luisa,Vendida,687
1278,8/12/17,Local,Venta,Cancún,297," $2,888,325 ",11/27/17,Pedro,Vendida,107
1279,8/12/16,Casa,Venta,Cancún,118,545986 ,2/27/18,Pedro,Vendida,564
1280,8/14/17,Local,Venta,Tijuana,119," $906,780 ",11/21/17,Carmen,Vendida,99
1281,8/14/17,Casa,Alquiler,Cancún,57," $293,037 ",11/27/17,Carmen,Vendida,105
1282,8/14/16,Estacionamiento,Venta,Ciudad de México,77,592823 ,3/25/18,Pedro,Vendida,588
1283,8/15/16,Casa,Alquiler,Monterrey,63,601398 ,3/1/18,Carmen,Vendida,563
1284,8/15/16,Departamento,Alquiler,Ciudad de México,159,761928 ,2/5/18,Carmen,Vendida,539
1285,8/15/17,Oficina,Alquiler,Ciudad de México,137," $804,327 ",12/17/17,Joaquín,Vendida,124
1286,8/15/16,Local,Alquiler,Tijuana,82,375232 ,5/22/18,Jesús,Vendida,645
1287,8/15/16,Oficina,Alquiler,Ciudad de México,79,411669 ,8/4/18,Pedro,Vendida,719
1288,8/16/16,Casa,Alquiler,Tijuana,89,358670 ,2/19/18,Luisa,Vendida,552
1289,8/16/16,Estacionamiento,Alquiler,Tijuana,232,1643256 ,2/22/18,María,Vendida,555
1290,8/16/16,Terreno,Alquiler,Tijuana,221,1069640 ,6/1/18,Joaquín,Vendida,654
1291,8/16/17,Terreno,Alquiler,Ciudad de México,212," $1,926,868 ",11/24/17,Carmen,Vendida,100
1292,8/17/16,Oficina,Venta,Tijuana,58,509356 ,5/20/18,Luisa,Vendida,641
1293,8/17/16,Departamento,Venta,Ciudad de México,167,1423007 ,4/8/18,Carmen,Vendida,599
1294,8/18/16,Estacionamiento,Alquiler,Tijuana,224,986048 ,2/10/18,María,Vendida,541
1295,8/19/17,Oficina,Venta,Monterrey,272," $2,233,120 ",12/13/17,Luisa,Vendida,116
1296,8/19/16,Industrial,Alquiler,Ciudad de México,238,2275994 ,6/15/18,Joaquín,Vendida,665
1297,8/19/16,Oficina,Alquiler,Ciudad de México,69,442635 ,6/15/18,María,Vendida,665
1298,8/22/16,Local,Venta,Tijuana,209,843106 ,1/24/18,María,Vendida,520
1299,8/22/17,Oficina,Alquiler,Ciudad de México,103," $872,204 ",11/26/17,María,Vendida,96
1300,8/23/16,Oficina,Alquiler,Monterrey,203,1933372 ,1/31/18,Jesús,Vendida,526
1301,8/23/16,Local,Venta,Cancún,263,1499889 ,8/8/18,Pedro,Vendida,715
1302,8/24/16,Industrial,Venta,Cancún,236,1707224 ,2/5/18,Pedro,Vendida,530
1303,8/25/17,Oficina,Venta,Monterrey,227," $1,789,214 ",12/2/17,Joaquín,Vendida,99
1304,8/26/16,Industrial,Venta,Ciudad de México,223,1509710 ,1/11/18,Jesús,Vendida,503
1305,8/26/16,Casa,Venta,Monterrey,242,2290046 ,1/24/18,María,Vendida,516
1306,8/26/16,Departamento,Alquiler,Cancún,216,2045304 ,4/9/18,Jesús,Vendida,591
1307,8/27/16,Oficina,Venta,Cancún,239,2181353 ,6/15/18,María,Vendida,657
1308,8/27/16,Industrial,Venta,Ciudad de México,300,2625600 ,1/8/18,María,Vendida,499
1309,8/27/16,Oficina,Venta,Ciudad de México,48,474864 ,2/11/18,Luisa,Vendida,533
1310,8/27/16,Oficina,Venta,Tijuana,91,663845 ,4/7/18,María,Vendida,588
1311,8/27/16,Departamento,Alquiler,Ciudad de México,70,615440 ,4/1/18,Jesús,Vendida,582
1312,8/28/16,Casa,Venta,Monterrey,284,1459192 ,7/2/18,María,Vendida,673
1313,8/28/16,Casa,Alquiler,Monterrey,265,1441070 ,8/4/18,Jesús,Vendida,706
1314,8/28/17,Terreno,Venta,Cancún,101," $552,773 ",11/28/17,Luisa,Vendida,92
1315,8/28/16,Industrial,Alquiler,Monterrey,224,1932448 ,2/3/18,Carmen,Vendida,524
1316,8/28/16,Departamento,Alquiler,Tijuana,254,1191260 ,7/27/18,Pedro,Vendida,698
1317,8/28/16,Departamento,Venta,Ciudad de México,97,765815 ,7/15/18,María,Vendida,686
1318,8/29/16,Estacionamiento,Alquiler,Monterrey,82,700854 ,4/22/18,María,Vendida,601
1319,8/29/16,Departamento,Alquiler,Ciudad de México,252,1923516 ,5/23/18,Pedro,Vendida,632
1320,8/29/16,Departamento,Alquiler,Monterrey,108,581580 ,8/4/18,Carmen,Vendida,705
1321,8/30/16,Estacionamiento,Venta,Monterrey,142,681884 ,6/12/18,Carmen,Vendida,651
1322,8/30/16,Casa,Venta,Cancún,139,785628 ,1/10/18,Jesús,Vendida,498
1323,8/30/16,Local,Venta,Ciudad de México,78,391950 ,3/14/18,Jesús,Vendida,561
1324,8/30/16,Terreno,Venta,Ciudad de México,233,2171327 ,1/9/18,Jesús,Vendida,497
1325,8/31/16,Local,Venta,Monterrey,275,1826825 ,5/14/18,Jesús,Vendida,621
1326,8/31/16,Casa,Alquiler,Monterrey,248,1234048 ,2/28/18,Jesús,Vendida,546
1327,8/31/16,Industrial,Venta,Tijuana,158,1473982 ,8/29/18,Carmen,Vendida,728
1328,9/1/16,Industrial,Venta,Monterrey,116,1143412 ,7/3/18,María,Vendida,670
1329,9/2/16,Industrial,Alquiler,Tijuana,213,1333593 ,4/6/18,Jesús,Vendida,581
1330,9/3/16,Industrial,Alquiler,Tijuana,202,1558430 ,1/26/18,Jesús,Vendida,510
1331,9/3/16,Estacionamiento,Venta,Tijuana,163,1150128 ,3/18/18,Joaquín,Vendida,561
1332,9/3/16,Departamento,Venta,Tijuana,245,1517285 ,5/7/18,Luisa,Vendida,611
1333,9/4/16,Industrial,Alquiler,Ciudad de México,198,840312 ,5/27/18,Pedro,Vendida,630
1334,9/6/16,Industrial,Venta,Ciudad de México,288,2171520 ,8/28/18,Carmen,Vendida,721
1335,9/6/16,Industrial,Venta,Tijuana,161,827057 ,5/5/18,María,Vendida,606
1336,9/6/17,Local,Alquiler,Cancún,170," $1,429,020 ",12/14/17,Pedro,Vendida,99
1337,9/6/16,Industrial,Alquiler,Cancún,261,2026404 ,2/5/18,Carmen,Vendida,517
1338,9/7/16,Departamento,Alquiler,Cancún,99,938916 ,9/4/18,Pedro,Vendida,727
1339,9/7/16,Casa,Alquiler,Cancún,205,1762180 ,5/14/18,Jesús,Vendida,614
1340,9/7/16,Estacionamiento,Alquiler,Tijuana,173,842683 ,1/30/18,Joaquín,Vendida,510
1341,9/7/16,Local,Venta,Tijuana,272,2074000 ,8/14/18,Joaquín,Vendida,706
1342,9/8/16,Local,Venta,Tijuana,299,1424436 ,1/17/18,Carmen,Vendida,496
1343,9/8/16,Estacionamiento,Alquiler,Ciudad de México,115,907580 ,7/11/18,Carmen,Vendida,671
1344,9/9/16,Departamento,Venta,Monterrey,201,1333434 ,2/17/18,María,Vendida,526
1345,9/9/16,Terreno,Venta,Tijuana,129,617652 ,9/3/18,Joaquín,Vendida,724
1346,9/9/16,Industrial,Alquiler,Cancún,100,526800 ,4/29/18,Joaquín,Vendida,597
1347,9/9/16,Oficina,Venta,Cancún,187,1031305 ,2/17/18,Joaquín,Vendida,526
1348,9/9/16,Estacionamiento,Alquiler,Cancún,153,824517 ,5/31/18,María,Vendida,629
1349,9/9/16,Local,Venta,Tijuana,218,1911424 ,7/22/18,Carmen,Vendida,681
1350,9/10/16,Industrial,Venta,Ciudad de México,121,747659 ,3/8/18,Pedro,Vendida,544
1351,9/10/17,Local,Venta,Tijuana,254," $1,668,526 ",12/29/17,Carmen,Vendida,110
1352,9/10/16,Oficina,Alquiler,Ciudad de México,173,994750 ,9/2/18,Joaquín,Vendida,722
1353,9/10/16,Departamento,Alquiler,Cancún,250,2478000 ,4/27/18,Carmen,Vendida,594
1354,9/10/16,Oficina,Alquiler,Ciudad de México,142,1201462 ,8/6/18,Jesús,Vendida,695
1355,9/10/16,Estacionamiento,Venta,Cancún,270,1798470 ,3/2/18,Joaquín,Vendida,538
1356,9/11/16,Local,Alquiler,Tijuana,145,943805 ,5/17/18,Luisa,Vendida,613
1357,9/11/17,Oficina,Alquiler,Ciudad de México,194," $1,931,658 ",12/14/17,Jesús,Vendida,94
1358,9/11/16,Industrial,Venta,Cancún,271,2028164 ,1/7/18,María,Vendida,483
1359,9/11/16,Departamento,Alquiler,Cancún,240,1602720 ,6/3/18,Joaquín,Vendida,630
1360,9/11/16,Terreno,Venta,Cancún,185,1230990 ,5/19/18,Jesús,Vendida,615
1361,9/12/17,Oficina,Venta,Cancún,194," $1,490,114 ",12/18/17,Luisa,Vendida,97
1362,9/12/16,Estacionamiento,Venta,Cancún,223,2143922 ,4/20/18,Jesús,Vendida,585
1363,9/12/16,Oficina,Venta,Tijuana,66,415866 ,7/19/18,María,Vendida,675
1364,9/13/16,Industrial,Venta,Tijuana,140,864080 ,2/8/18,Carmen,Vendida,513
1365,9/13/16,Oficina,Alquiler,Tijuana,223,974956 ,7/23/18,Luisa,Vendida,678
1366,9/14/16,Estacionamiento,Alquiler,Monterrey,258,1430352 ,1/14/18,María,Vendida,487
1367,9/14/16,Industrial,Alquiler,Cancún,176,1043856 ,5/25/18,Jesús,Vendida,618
1368,9/14/16,Departamento,Venta,Tijuana,94,707914 ,5/7/18,Jesús,Vendida,600
1369,9/14/16,Casa,Alquiler,Cancún,153,948600 ,3/30/18,Jesús,Vendida,562
1370,9/16/16,Local,Alquiler,Monterrey,91,838292 ,4/16/18,Pedro,Vendida,577
1371,9/16/17,Local,Venta,Cancún,145," $598,705 ",12/17/17,María,Vendida,92
1372,9/16/16,Oficina,Venta,Cancún,79,441373 ,2/2/18,Carmen,Vendida,504
1373,9/17/16,Estacionamiento,Venta,Monterrey,70,428190 ,2/20/18,Jesús,Vendida,521
1374,9/17/16,Casa,Venta,Monterrey,292,2630336 ,1/8/18,Joaquín,Vendida,478
1375,9/17/17,Departamento,Venta,Cancún,51," $425,646 ",12/18/17,Luisa,Vendida,92
1376,9/17/16,Casa,Venta,Cancún,132,641520 ,4/4/18,Joaquín,Vendida,564
1377,9/19/16,Estacionamiento,Alquiler,Tijuana,193,1540140 ,8/8/18,Jesús,Vendida,688
1378,9/20/16,Departamento,Alquiler,Monterrey,240,2183760 ,1/27/18,Jesús,Vendida,494
1379,9/21/16,Departamento,Alquiler,Tijuana,111,656676 ,2/5/18,Joaquín,Vendida,502
1380,9/21/16,Departamento,Alquiler,Cancún,123,873546 ,2/2/18,Joaquín,Vendida,499
1381,9/21/16,Local,Venta,Monterrey,117,474084 ,7/21/18,Luisa,Vendida,668
1382,9/21/16,Estacionamiento,Alquiler,Monterrey,258,1758786 ,2/24/18,Jesús,Vendida,521
1383,9/21/16,Departamento,Venta,Cancún,116,803300 ,9/13/18,María,Vendida,722
1384,9/21/16,Casa,Alquiler,Cancún,185,1129980 ,4/10/18,Pedro,Vendida,566
1385,9/21/16,Departamento,Venta,Ciudad de México,55,433235 ,3/23/18,Carmen,Vendida,548
1386,9/22/16,Casa,Venta,Tijuana,182,1305304 ,6/6/18,Luisa,Vendida,622
1387,9/24/16,Oficina,Alquiler,Ciudad de México,85,613275 ,2/12/18,Pedro,Vendida,506
1388,9/24/16,Terreno,Alquiler,Cancún,204,878424 ,7/23/18,Carmen,Vendida,667
1389,9/24/16,Estacionamiento,Alquiler,Ciudad de México,47,403401 ,1/24/18,María,Vendida,487
1390,9/25/16,Casa,Venta,Cancún,232,2133472 ,5/18/18,Carmen,Vendida,600
1391,9/25/16,Local,Alquiler,Tijuana,98,683844 ,1/21/18,Joaquín,Vendida,483
1392,9/26/16,Departamento,Venta,Ciudad de México,214,1689316 ,1/17/18,Carmen,Vendida,478
1393,9/26/16,Casa,Venta,Monterrey,191,1514057 ,9/20/18,Luisa,Vendida,724
1394,9/27/16,Local,Alquiler,Monterrey,78,678132 ,4/23/18,María,Vendida,573
1395,9/27/16,Departamento,Alquiler,Tijuana,187,911064 ,2/24/18,María,Vendida,515
1396,9/29/16,Industrial,Alquiler,Tijuana,121,490897 ,9/27/18,María,Vendida,728
1397,9/29/16,Oficina,Venta,Tijuana,231,2299374 ,5/15/18,Jesús,Vendida,593
1398,9/29/16,Estacionamiento,Venta,Ciudad de México,82,764240 ,1/15/18,Pedro,Vendida,473
1399,9/30/16,Terreno,Alquiler,Tijuana,79,409378 ,8/15/18,Luisa,Vendida,684
1400,10/1/16,Oficina,Venta,Cancún,134,549668 ,8/10/18,Pedro,Vendida,678
1401,10/1/16,Departamento,Venta,Tijuana,164,878712 ,1/21/18,María,Vendida,477
1402,10/1/16,Local,Alquiler,Cancún,285,1779825 ,2/28/18,María,Vendida,515
1403,10/1/16,Industrial,Alquiler,Ciudad de México,148,644688 ,5/22/18,Jesús,Vendida,598
1404,10/1/16,Casa,Venta,Tijuana,132,850476 ,5/20/18,Jesús,Vendida,596
1405,10/1/17,Casa,Venta,Ciudad de México,193," $1,033,515 ",12/30/17,Pedro,Vendida,90
1406,10/1/16,Local,Venta,Monterrey,53,446313 ,8/16/18,Pedro,Vendida,684
1407,10/1/16,Estacionamiento,Venta,Cancún,229,2215117 ,8/1/18,Jesús,Vendida,669
1408,10/2/16,Local,Venta,Monterrey,279,1512738 ,7/8/18,Luisa,Vendida,644
1409,10/2/16,Local,Alquiler,Tijuana,204,1929228 ,5/14/18,Pedro,Vendida,589
1410,10/2/16,Terreno,Alquiler,Tijuana,68,613496 ,1/18/18,Jesús,Vendida,473
1411,10/2/16,Casa,Venta,Tijuana,180,979560 ,6/9/18,María,Vendida,615
1412,10/2/16,Casa,Venta,Tijuana,55,264385 ,7/27/18,Joaquín,Vendida,663
1413,10/2/16,Casa,Alquiler,Tijuana,258,1146552 ,7/26/18,Luisa,Vendida,662
1414,10/3/16,Departamento,Venta,Ciudad de México,300,1506300 ,4/24/18,Pedro,Vendida,568
1415,10/3/16,Estacionamiento,Alquiler,Monterrey,85,809115 ,5/25/18,María,Vendida,599
1416,10/3/16,Oficina,Venta,Cancún,61,257725 ,2/27/18,Jesús,Vendida,512
1417,10/3/16,Casa,Venta,Ciudad de México,82,359406 ,9/28/18,Pedro,Vendida,725
1418,10/3/16,Estacionamiento,Venta,Cancún,299,2669472 ,6/10/18,Joaquín,Vendida,615
1419,10/3/16,Estacionamiento,Venta,Monterrey,85,658835 ,7/14/18,Luisa,Vendida,649
1420,10/4/16,Oficina,Alquiler,Monterrey,85,749275 ,1/5/18,María,Vendida,458
1421,10/4/16,Local,Venta,Monterrey,238,2184364 ,8/11/18,Luisa,Vendida,676
1422,10/4/16,Oficina,Alquiler,Monterrey,228,1747392 ,5/24/18,Carmen,Vendida,597
1423,10/5/16,Local,Venta,Tijuana,106,804540 ,10/2/18,Pedro,Vendida,727
1424,10/5/16,Casa,Alquiler,Tijuana,274,1753052 ,2/28/18,Joaquín,Vendida,511
1425,10/5/16,Local,Alquiler,Monterrey,118,970314 ,2/15/18,Luisa,Vendida,498
1426,10/5/16,Oficina,Venta,Tijuana,224,1420160 ,5/3/18,Jesús,Vendida,575
1427,10/6/16,Casa,Alquiler,Monterrey,208,1811680 ,5/31/18,Jesús,Vendida,602
1428,10/6/16,Terreno,Alquiler,Ciudad de México,132,882420 ,10/6/18,Carmen,Vendida,730
1429,10/6/16,Local,Alquiler,Tijuana,211,1522998 ,6/2/18,Luisa,Vendida,604
1430,10/6/16,Oficina,Alquiler,Ciudad de México,289,2249576 ,6/18/18,Carmen,Vendida,620
1431,10/6/16,Industrial,Venta,Ciudad de México,160,1319520 ,8/2/18,Jesús,Vendida,665
1432,10/6/16,Departamento,Venta,Cancún,127,1204722 ,7/29/18,Joaquín,Vendida,661
1433,10/7/16,Oficina,Venta,Tijuana,158,909606 ,6/19/18,Carmen,Vendida,620
1434,10/7/16,Casa,Venta,Ciudad de México,253,2378453 ,9/10/18,Luisa,Vendida,703
1435,10/7/16,Terreno,Venta,Tijuana,116,857936 ,1/23/18,Luisa,Vendida,473
1436,10/7/16,Terreno,Venta,Tijuana,242,1963104 ,7/19/18,Pedro,Vendida,650
1437,10/8/16,Industrial,Venta,Cancún,264,1133352 ,2/2/18,Pedro,Vendida,482
1438,10/9/16,Local,Alquiler,Monterrey,211,1244056 ,9/1/18,María,Vendida,692
1439,10/9/16,Local,Venta,Ciudad de México,129,735945 ,6/8/18,Joaquín,Vendida,607
1440,10/11/16,Local,Alquiler,Monterrey,151,1382707 ,5/7/18,María,Vendida,573
1441,10/11/16,Industrial,Venta,Tijuana,64,480384 ,5/15/18,Carmen,Vendida,581
1442,10/12/16,Oficina,Venta,Ciudad de México,215,1473180 ,5/12/18,Pedro,Vendida,577
1443,10/12/16,Oficina,Venta,Tijuana,124,945624 ,5/22/18,Joaquín,Vendida,587
1444,10/12/16,Local,Alquiler,Monterrey,246,2010312 ,2/21/18,María,Vendida,497
1445,10/12/16,Local,Alquiler,Tijuana,56,346192 ,4/18/18,María,Vendida,553
1446,10/12/16,Local,Alquiler,Monterrey,72,686232 ,9/12/18,Luisa,Vendida,700
1447,10/12/16,Industrial,Venta,Cancún,120,1050000 ,2/5/18,Pedro,Vendida,481
1448,10/13/16,Industrial,Venta,Monterrey,76,368676 ,9/29/18,Luisa,Vendida,716
1449,10/13/16,Local,Venta,Ciudad de México,255,2063460 ,5/25/18,Luisa,Vendida,589
1450,10/13/16,Casa,Venta,Ciudad de México,245,1605730 ,6/20/18,Pedro,Vendida,615
1451,10/14/16,Industrial,Venta,Ciudad de México,122,497272 ,8/16/18,Luisa,Vendida,671
1452,10/14/16,Casa,Alquiler,Monterrey,207,1556226 ,6/21/18,Carmen,Vendida,615
1453,10/15/16,Casa,Venta,Monterrey,84,437640 ,2/9/18,María,Vendida,482
1454,10/15/16,Estacionamiento,Alquiler,Tijuana,271,2334123 ,8/2/18,Joaquín,Vendida,656
1455,10/15/16,Local,Alquiler,Ciudad de México,257,2136184 ,4/18/18,Jesús,Vendida,550
1456,10/15/16,Departamento,Venta,Monterrey,262,2390750 ,3/11/18,Pedro,Vendida,512
1457,10/16/16,Terreno,Venta,Tijuana,228,994536 ,3/27/18,Joaquín,Vendida,527
1458,10/16/16,Oficina,Venta,Monterrey,145,1169860 ,5/6/18,Joaquín,Vendida,567
1459,10/16/16,Local,Venta,Tijuana,214,1687604 ,1/22/18,Luisa,Vendida,463
1460,10/17/16,Industrial,Alquiler,Ciudad de México,159,724563 ,8/27/18,Jesús,Vendida,679
1461,10/17/16,Oficina,Venta,Ciudad de México,202,1867692 ,3/6/18,Jesús,Vendida,505
1462,10/17/16,Oficina,Venta,Cancún,156,991224 ,5/30/18,Carmen,Vendida,590
1463,10/18/16,Departamento,Alquiler,Ciudad de México,211,1284568 ,8/26/18,Carmen,Vendida,677
1464,10/18/16,Departamento,Alquiler,Ciudad de México,71,388583 ,1/18/18,Jesús,Vendida,457
1465,10/18/16,Casa,Alquiler,Monterrey,157,1182053 ,4/9/18,Joaquín,Vendida,538
1466,10/19/16,Oficina,Venta,Cancún,70,511840 ,3/20/18,María,Vendida,517
1467,10/20/16,Estacionamiento,Alquiler,Tijuana,133,745864 ,6/1/18,María,Vendida,589
1468,10/20/16,Estacionamiento,Alquiler,Ciudad de México,46,237176 ,8/8/18,María,Vendida,657
1469,10/20/16,Terreno,Alquiler,Cancún,214,1642664 ,8/29/18,Luisa,Vendida,678
1470,10/21/16,Casa,Alquiler,Monterrey,258,2475510 ,6/28/18,Jesús,Vendida,615
1471,10/22/16,Terreno,Alquiler,Tijuana,276,1544496 ,5/12/18,Carmen,Vendida,567
1472,10/22/16,Local,Alquiler,Cancún,49,452417 ,6/19/18,Luisa,Vendida,605
1473,10/22/16,Industrial,Venta,Ciudad de México,254,2299208 ,9/5/18,Pedro,Vendida,683
1474,10/22/16,Industrial,Alquiler,Cancún,98,955500 ,7/10/18,Luisa,Vendida,626
1475,10/23/16,Estacionamiento,Alquiler,Cancún,107,658157 ,3/16/18,Pedro,Vendida,509
1476,10/25/16,Terreno,Alquiler,Cancún,158,938836 ,9/5/18,Jesús,Vendida,680
1477,10/26/16,Local,Alquiler,Ciudad de México,205,1597360 ,10/15/18,Carmen,Vendida,719
1478,10/27/16,Oficina,Alquiler,Cancún,182,1499134 ,9/7/18,Joaquín,Vendida,680
1479,10/27/16,Oficina,Venta,Monterrey,266,1327606 ,5/2/18,María,Vendida,552
1480,10/28/16,Casa,Venta,Monterrey,160,781120 ,4/10/18,Pedro,Vendida,529
1481,10/28/16,Estacionamiento,Alquiler,Tijuana,218,991900 ,5/28/18,Jesús,Vendida,577
1482,10/28/16,Estacionamiento,Venta,Cancún,162,957582 ,3/24/18,Joaquín,Vendida,512
1483,10/28/16,Departamento,Alquiler,Monterrey,164,1421060 ,10/28/18,Luisa,Vendida,730
1484,10/28/16,Industrial,Alquiler,Tijuana,224,1422624 ,3/12/18,Luisa,Vendida,500
1485,10/28/16,Terreno,Venta,Tijuana,249,1878954 ,10/28/18,Luisa,Vendida,730
1486,10/29/16,Casa,Venta,Monterrey,160,1263040 ,2/8/18,Jesús,Vendida,467
1487,10/29/16,Casa,Venta,Monterrey,284,2467960 ,4/25/18,Pedro,Vendida,543
1488,10/30/16,Local,Venta,Ciudad de México,254,2394204 ,8/19/18,María,Vendida,658
1489,10/30/16,Estacionamiento,Alquiler,Ciudad de México,103,536733 ,10/28/18,María,Vendida,728
1490,10/31/16,Casa,Alquiler,Monterrey,216,1883088 ,10/18/18,Pedro,Vendida,717
1491,11/1/16,Oficina,Alquiler,Monterrey,213,2083779 ,4/23/18,María,Vendida,538
1492,11/2/16,Terreno,Venta,Ciudad de México,228,1944840 ,10/10/18,María,Vendida,707
1493,11/2/16,Estacionamiento,Venta,Tijuana,249,2221329 ,5/12/18,Pedro,Vendida,556
1494,11/2/16,Terreno,Venta,Cancún,82,417872 ,3/23/18,Luisa,Vendida,506
1495,11/2/16,Oficina,Alquiler,Monterrey,67,304113 ,6/29/18,Joaquín,Vendida,604
1496,11/3/16,Casa,Venta,Ciudad de México,71,299407 ,4/5/18,María,Vendida,518
1497,11/3/16,Terreno,Venta,Ciudad de México,70,540890 ,6/12/18,Jesús,Vendida,586
1498,11/3/16,Estacionamiento,Venta,Cancún,111,514596 ,5/27/18,Luisa,Vendida,570
1499,11/4/16,Terreno,Venta,Monterrey,69,667299 ,10/25/18,Luisa,Vendida,720
1500,11/4/16,Departamento,Venta,Monterrey,259,1074332 ,2/9/18,Joaquín,Vendida,462
1501,11/4/16,Terreno,Venta,Monterrey,191,1895293 ,7/21/18,María,Vendida,624
1502,11/5/16,Oficina,Venta,Monterrey,119,523481 ,10/29/18,Luisa,Vendida,723
1503,11/5/16,Industrial,Alquiler,Monterrey,233,1644747 ,5/5/18,Carmen,Vendida,546
1504,11/5/16,Estacionamiento,Alquiler,Cancún,122,1162172 ,2/26/18,Luisa,Vendida,478
1505,11/7/16,Departamento,Venta,Ciudad de México,128,706560 ,4/16/18,Carmen,Vendida,525
1506,11/7/16,Oficina,Venta,Ciudad de México,93,589155 ,4/22/18,Carmen,Vendida,531
1507,11/8/16,Local,Alquiler,Ciudad de México,191,1370998 ,9/7/18,Joaquín,Vendida,668
1508,11/8/16,Oficina,Venta,Cancún,171,1093887 ,4/9/18,Pedro,Vendida,517
1509,11/8/16,Local,Venta,Monterrey,170,974610 ,8/18/18,María,Vendida,648
1510,11/8/16,Departamento,Venta,Cancún,59,265913 ,5/13/18,Luisa,Vendida,551
1511,11/8/16,Oficina,Alquiler,Monterrey,153,912798 ,5/31/18,Jesús,Vendida,569
1512,11/9/16,Departamento,Alquiler,Cancún,157,1174203 ,4/9/18,Pedro,Vendida,516
1513,11/9/16,Terreno,Alquiler,Ciudad de México,186,1713990 ,8/28/18,María,Vendida,657
1514,11/9/16,Estacionamiento,Alquiler,Monterrey,156,1508988 ,9/18/18,Jesús,Vendida,678
1515,11/10/16,Local,Alquiler,Tijuana,246,2216214 ,4/17/18,María,Vendida,523
1516,11/12/16,Terreno,Venta,Cancún,225,1300500 ,7/24/18,Carmen,Vendida,619
1517,11/12/16,Oficina,Alquiler,Monterrey,273,2333058 ,3/5/18,Joaquín,Vendida,478
1518,11/13/16,Estacionamiento,Venta,Tijuana,156,692484 ,2/19/18,Pedro,Vendida,463
1519,11/13/16,Terreno,Venta,Cancún,68,392972 ,7/27/18,Pedro,Vendida,621
